ti;t;Vi;V
0.172;0.132;3.68E+00;1.00E+00
0.1721;0.1321;3.68E+00;1.00E+00
0.1722;0.1322;3.68E+00;1.00E+00
0.1723;0.1323;3.68E+00;1.00E+00
0.1724;0.1324;3.68E+00;1.00E+00
0.1725;0.1325;3.68E+00;1.00E+00
0.1726;0.1326;3.68E+00;1.00E+00
0.1727;0.1327;3.68E+00;1.00E+00
0.1728;0.1328;3.68E+00;1.00E+00
0.1729;0.1329;3.68E+00;1.00E+00
0.173;0.133;3.68E+00;1.00E+00
0.1731;0.1331;3.68E+00;1.00E+00
0.1732;0.1332;3.68E+00;1.00E+00
0.1733;0.1333;3.68E+00;1.00E+00
0.1734;0.1334;3.68E+00;1.00E+00
0.1735;0.1335;3.68E+00;1.00E+00
0.1736;0.1336;3.68E+00;1.00E+00
0.1737;0.1337;3.68E+00;1.00E+00
0.1738;0.1338;3.68E+00;1.00E+00
0.1739;0.1339;3.68E+00;1.00E+00
0.174;0.134;3.68E+00;1.00E+00
0.1741;0.1341;3.68E+00;1.00E+00
0.1742;0.1342;3.68E+00;1.00E+00
0.1743;0.1343;3.68E+00;1.00E+00
0.1744;0.1344;3.68E+00;1.00E+00
0.1745;0.1345;3.68E+00;1.00E+00
0.1746;0.1346;3.68E+00;1.00E+00
0.1747;0.1347;3.68E+00;1.00E+00
0.1748;0.1348;3.64E+00;9.89E-01
0.1749;0.1349;3.68E+00;1.00E+00
0.175;0.135;3.68E+00;1.00E+00
0.1751;0.1351;3.64E+00;9.89E-01
0.1752;0.1352;3.68E+00;1.00E+00
0.1753;0.1353;3.68E+00;1.00E+00
0.1754;0.1354;3.68E+00;1.00E+00
0.1755;0.1355;3.68E+00;1.00E+00
0.1756;0.1356;3.68E+00;1.00E+00
0.1757;0.1357;3.68E+00;1.00E+00
0.1758;0.1358;3.68E+00;1.00E+00
0.1759;0.1359;3.68E+00;1.00E+00
0.176;0.136;3.68E+00;1.00E+00
0.1761;0.1361;3.68E+00;1.00E+00
0.1762;0.1362;3.68E+00;1.00E+00
0.1763;0.1363;3.68E+00;1.00E+00
0.1764;0.1364;3.64E+00;9.89E-01
0.1765;0.1365;3.68E+00;1.00E+00
0.1766;0.1366;3.68E+00;1.00E+00
0.1767;0.1367;3.68E+00;1.00E+00
0.1768;0.1368;3.68E+00;1.00E+00
0.1769;0.1369;3.68E+00;1.00E+00
0.177;0.137;3.64E+00;9.89E-01
0.1771;0.1371;3.68E+00;1.00E+00
0.1772;0.1372;3.68E+00;1.00E+00
0.1773;0.1373;3.68E+00;1.00E+00
0.1774;0.1374;3.68E+00;1.00E+00
0.1775;0.1375;3.68E+00;1.00E+00
0.1776;0.1376;3.68E+00;1.00E+00
0.1777;0.1377;3.64E+00;9.89E-01
0.1778;0.1378;3.68E+00;1.00E+00
0.1779;0.1379;3.68E+00;1.00E+00
0.178;0.138;3.68E+00;1.00E+00
0.1781;0.1381;3.64E+00;9.89E-01
0.1782;0.1382;3.68E+00;1.00E+00
0.1783;0.1383;3.64E+00;9.89E-01
0.1784;0.1384;3.68E+00;1.00E+00
0.1785;0.1385;3.68E+00;1.00E+00
0.1786;0.1386;3.68E+00;1.00E+00
0.1787;0.1387;3.68E+00;1.00E+00
0.1788;0.1388;3.68E+00;1.00E+00
0.1789;0.1389;3.68E+00;1.00E+00
0.179;0.139;3.68E+00;1.00E+00
0.1791;0.1391;3.64E+00;9.89E-01
0.1792;0.1392;3.68E+00;1.00E+00
0.1793;0.1393;3.68E+00;1.00E+00
0.1794;0.1394;3.68E+00;1.00E+00
0.1795;0.1395;3.68E+00;1.00E+00
0.1796;0.1396;3.68E+00;1.00E+00
0.1797;0.1397;3.68E+00;1.00E+00
0.1798;0.1398;3.68E+00;1.00E+00
0.1799;0.1399;3.68E+00;1.00E+00
0.18;0.14;3.68E+00;1.00E+00
0.1801;0.1401;3.68E+00;1.00E+00
0.1802;0.1402;3.68E+00;1.00E+00
0.1803;0.1403;3.68E+00;1.00E+00
0.1804;0.1404;3.68E+00;1.00E+00
0.1805;0.1405;3.68E+00;1.00E+00
0.1806;0.1406;3.68E+00;1.00E+00
0.1807;0.1407;3.68E+00;1.00E+00
0.1808;0.1408;3.68E+00;1.00E+00
0.1809;0.1409;3.68E+00;1.00E+00
0.181;0.141;3.68E+00;1.00E+00
0.1811;0.1411;3.68E+00;1.00E+00
0.1812;0.1412;3.68E+00;1.00E+00
0.1813;0.1413;3.68E+00;1.00E+00
0.1814;0.1414;3.68E+00;1.00E+00
0.1815;0.1415;3.68E+00;1.00E+00
0.1816;0.1416;3.68E+00;1.00E+00
0.1817;0.1417;3.68E+00;1.00E+00
0.1818;0.1418;3.68E+00;1.00E+00
0.1819;0.1419;3.68E+00;1.00E+00
0.182;0.142;3.68E+00;1.00E+00
0.1821;0.1421;3.68E+00;1.00E+00
0.1822;0.1422;3.68E+00;1.00E+00
0.1823;0.1423;3.68E+00;1.00E+00
0.1824;0.1424;3.64E+00;9.89E-01
0.1825;0.1425;3.68E+00;1.00E+00
0.1826;0.1426;3.68E+00;1.00E+00
0.1827;0.1427;3.68E+00;1.00E+00
0.1828;0.1428;3.68E+00;1.00E+00
0.1829;0.1429;3.68E+00;1.00E+00
0.183;0.143;3.68E+00;1.00E+00
0.1831;0.1431;3.68E+00;1.00E+00
0.1832;0.1432;3.68E+00;1.00E+00
0.1833;0.1433;3.68E+00;1.00E+00
0.1834;0.1434;3.68E+00;1.00E+00
0.1835;0.1435;3.68E+00;1.00E+00
0.1836;0.1436;3.68E+00;1.00E+00
0.1837;0.1437;3.68E+00;1.00E+00
0.1838;0.1438;3.68E+00;1.00E+00
0.1839;0.1439;3.68E+00;1.00E+00
0.184;0.144;3.68E+00;1.00E+00
0.1841;0.1441;3.68E+00;1.00E+00
0.1842;0.1442;3.64E+00;9.89E-01
0.1843;0.1443;3.68E+00;1.00E+00
0.1844;0.1444;3.68E+00;1.00E+00
0.1845;0.1445;3.68E+00;1.00E+00
0.1846;0.1446;3.68E+00;1.00E+00
0.1847;0.1447;3.68E+00;1.00E+00
0.1848;0.1448;3.64E+00;9.89E-01
0.1849;0.1449;3.68E+00;1.00E+00
0.185;0.145;3.68E+00;1.00E+00
0.1851;0.1451;3.68E+00;1.00E+00
0.1852;0.1452;3.68E+00;1.00E+00
0.1853;0.1453;3.64E+00;9.89E-01
0.1854;0.1454;3.68E+00;1.00E+00
0.1855;0.1455;3.64E+00;9.89E-01
0.1856;0.1456;3.68E+00;1.00E+00
0.1857;0.1457;3.68E+00;1.00E+00
0.1858;0.1458;3.68E+00;1.00E+00
0.1859;0.1459;3.68E+00;1.00E+00
0.186;0.146;3.68E+00;1.00E+00
0.1861;0.1461;3.68E+00;1.00E+00
0.1862;0.1462;3.68E+00;1.00E+00
0.1863;0.1463;3.68E+00;1.00E+00
0.1864;0.1464;3.64E+00;9.89E-01
0.1865;0.1465;3.68E+00;1.00E+00
0.1866;0.1466;3.68E+00;1.00E+00
0.1867;0.1467;3.68E+00;1.00E+00
0.1868;0.1468;3.68E+00;1.00E+00
0.1869;0.1469;3.68E+00;1.00E+00
0.187;0.147;3.68E+00;1.00E+00
0.1871;0.1471;3.68E+00;1.00E+00
0.1872;0.1472;3.64E+00;9.89E-01
0.1873;0.1473;3.68E+00;1.00E+00
0.1874;0.1474;3.68E+00;1.00E+00
0.1875;0.1475;3.64E+00;9.89E-01
0.1876;0.1476;3.68E+00;1.00E+00
0.1877;0.1477;3.64E+00;9.89E-01
0.1878;0.1478;3.64E+00;9.89E-01
0.1879;0.1479;3.68E+00;1.00E+00
0.188;0.148;3.68E+00;1.00E+00
0.1881;0.1481;3.68E+00;1.00E+00
0.1882;0.1482;3.68E+00;1.00E+00
0.1883;0.1483;3.68E+00;1.00E+00
0.1884;0.1484;3.68E+00;1.00E+00
0.1885;0.1485;3.68E+00;1.00E+00
0.1886;0.1486;3.68E+00;1.00E+00
0.1887;0.1487;3.64E+00;9.89E-01
0.1888;0.1488;3.68E+00;1.00E+00
0.1889;0.1489;3.68E+00;1.00E+00
0.189;0.149;3.68E+00;1.00E+00
0.1891;0.1491;3.68E+00;1.00E+00
0.1892;0.1492;3.68E+00;1.00E+00
0.1893;0.1493;3.68E+00;1.00E+00
0.1894;0.1494;3.68E+00;1.00E+00
0.1895;0.1495;3.68E+00;1.00E+00
0.1896;0.1496;3.68E+00;1.00E+00
0.1897;0.1497;3.68E+00;1.00E+00
0.1898;0.1498;3.68E+00;1.00E+00
0.1899;0.1499;3.68E+00;1.00E+00
0.19;0.15;3.68E+00;1.00E+00
0.1901;0.1501;3.68E+00;1.00E+00
0.1902;0.1502;3.68E+00;1.00E+00
0.1903;0.1503;3.68E+00;1.00E+00
0.1904;0.1504;3.68E+00;1.00E+00
0.1905;0.1505;3.68E+00;1.00E+00
0.1906;0.1506;3.68E+00;1.00E+00
0.1907;0.1507;3.68E+00;1.00E+00
0.1908;0.1508;3.64E+00;9.89E-01
0.1909;0.1509;3.68E+00;1.00E+00
0.191;0.151;3.68E+00;1.00E+00
0.1911;0.1511;3.68E+00;1.00E+00
0.1912;0.1512;3.68E+00;1.00E+00
0.1913;0.1513;3.68E+00;1.00E+00
0.1914;0.1514;3.68E+00;1.00E+00
0.1915;0.1515;3.68E+00;1.00E+00
0.1916;0.1516;3.68E+00;1.00E+00
0.1917;0.1517;3.68E+00;1.00E+00
0.1918;0.1518;3.68E+00;1.00E+00
0.1919;0.1519;3.68E+00;1.00E+00
0.192;0.152;3.68E+00;1.00E+00
0.1921;0.1521;3.68E+00;1.00E+00
0.1922;0.1522;3.68E+00;1.00E+00
0.1923;0.1523;3.68E+00;1.00E+00
0.1924;0.1524;3.68E+00;1.00E+00
0.1925;0.1525;3.68E+00;1.00E+00
0.1926;0.1526;3.68E+00;1.00E+00
0.1927;0.1527;3.68E+00;1.00E+00
0.1928;0.1528;3.68E+00;1.00E+00
0.1929;0.1529;3.68E+00;1.00E+00
0.193;0.153;3.68E+00;1.00E+00
0.1931;0.1531;3.64E+00;9.89E-01
0.1932;0.1532;3.68E+00;1.00E+00
0.1933;0.1533;3.68E+00;1.00E+00
0.1934;0.1534;3.68E+00;1.00E+00
0.1935;0.1535;3.68E+00;1.00E+00
0.1936;0.1536;3.68E+00;1.00E+00
0.1937;0.1537;3.68E+00;1.00E+00
0.1938;0.1538;3.68E+00;1.00E+00
0.1939;0.1539;3.68E+00;1.00E+00
0.194;0.154;3.68E+00;1.00E+00
0.1941;0.1541;3.68E+00;1.00E+00
0.1942;0.1542;3.68E+00;1.00E+00
0.1943;0.1543;3.64E+00;9.89E-01
0.1944;0.1544;3.68E+00;1.00E+00
0.1945;0.1545;3.68E+00;1.00E+00
0.1946;0.1546;3.68E+00;1.00E+00
0.1947;0.1547;3.68E+00;1.00E+00
0.1948;0.1548;3.68E+00;1.00E+00
0.1949;0.1549;3.68E+00;1.00E+00
0.195;0.155;3.68E+00;1.00E+00
0.1951;0.1551;3.68E+00;1.00E+00
0.1952;0.1552;3.64E+00;9.89E-01
0.1953;0.1553;3.68E+00;1.00E+00
0.1954;0.1554;3.68E+00;1.00E+00
0.1955;0.1555;3.68E+00;1.00E+00
0.1956;0.1556;3.64E+00;9.89E-01
0.1957;0.1557;3.68E+00;1.00E+00
0.1958;0.1558;3.68E+00;1.00E+00
0.1959;0.1559;3.68E+00;1.00E+00
0.196;0.156;3.68E+00;1.00E+00
0.1961;0.1561;3.68E+00;1.00E+00
0.1962;0.1562;3.68E+00;1.00E+00
0.1963;0.1563;3.68E+00;1.00E+00
0.1964;0.1564;3.68E+00;1.00E+00
0.1965;0.1565;3.68E+00;1.00E+00
0.1966;0.1566;3.68E+00;1.00E+00
0.1967;0.1567;3.68E+00;1.00E+00
0.1968;0.1568;3.68E+00;1.00E+00
0.1969;0.1569;3.64E+00;9.89E-01
0.197;0.157;3.68E+00;1.00E+00
0.1971;0.1571;3.68E+00;1.00E+00
0.1972;0.1572;3.68E+00;1.00E+00
0.1973;0.1573;3.68E+00;1.00E+00
0.1974;0.1574;3.68E+00;1.00E+00
0.1975;0.1575;3.68E+00;1.00E+00
0.1976;0.1576;3.68E+00;1.00E+00
0.1977;0.1577;3.68E+00;1.00E+00
0.1978;0.1578;3.68E+00;1.00E+00
0.1979;0.1579;3.68E+00;1.00E+00
0.198;0.158;3.68E+00;1.00E+00
0.1981;0.1581;3.68E+00;1.00E+00
0.1982;0.1582;3.68E+00;1.00E+00
0.1983;0.1583;3.68E+00;1.00E+00
0.1984;0.1584;3.68E+00;1.00E+00
0.1985;0.1585;3.64E+00;9.89E-01
0.1986;0.1586;3.68E+00;1.00E+00
0.1987;0.1587;3.68E+00;1.00E+00
0.1988;0.1588;3.68E+00;1.00E+00
0.1989;0.1589;3.68E+00;1.00E+00
0.199;0.159;3.68E+00;1.00E+00
0.1991;0.1591;3.68E+00;1.00E+00
0.1992;0.1592;3.68E+00;1.00E+00
0.1993;0.1593;3.68E+00;1.00E+00
0.1994;0.1594;3.68E+00;1.00E+00
0.1995;0.1595;3.68E+00;1.00E+00
0.1996;0.1596;3.68E+00;1.00E+00
0.1997;0.1597;3.68E+00;1.00E+00
0.1998;0.1598;3.68E+00;1.00E+00
0.1999;0.1599;3.68E+00;1.00E+00
0.2;0.16;3.68E+00;1.00E+00
0.2001;0.1601;3.68E+00;1.00E+00
0.2002;0.1602;3.64E+00;9.89E-01
0.2003;0.1603;3.68E+00;1.00E+00
0.2004;0.1604;3.68E+00;1.00E+00
0.2005;0.1605;3.68E+00;1.00E+00
0.2006;0.1606;3.64E+00;9.89E-01
0.2007;0.1607;3.68E+00;1.00E+00
0.2008;0.1608;3.68E+00;1.00E+00
0.2009;0.1609;3.68E+00;1.00E+00
0.201;0.161;3.64E+00;9.89E-01
0.2011;0.1611;3.68E+00;1.00E+00
0.2012;0.1612;3.68E+00;1.00E+00
0.2013;0.1613;3.68E+00;1.00E+00
0.2014;0.1614;3.68E+00;1.00E+00
0.2015;0.1615;3.68E+00;1.00E+00
0.2016;0.1616;3.68E+00;1.00E+00
0.2017;0.1617;3.68E+00;1.00E+00
0.2018;0.1618;3.68E+00;1.00E+00
0.2019;0.1619;3.68E+00;1.00E+00
0.202;0.162;3.68E+00;1.00E+00
0.2021;0.1621;3.64E+00;9.89E-01
0.2022;0.1622;3.68E+00;1.00E+00
0.2023;0.1623;3.68E+00;1.00E+00
0.2024;0.1624;3.68E+00;1.00E+00
0.2025;0.1625;3.68E+00;1.00E+00
0.2026;0.1626;3.68E+00;1.00E+00
0.2027;0.1627;3.68E+00;1.00E+00
0.2028;0.1628;3.68E+00;1.00E+00
0.2029;0.1629;3.68E+00;1.00E+00
0.203;0.163;3.64E+00;9.89E-01
0.2031;0.1631;3.68E+00;1.00E+00
0.2032;0.1632;3.68E+00;1.00E+00
0.2033;0.1633;3.68E+00;1.00E+00
0.2034;0.1634;3.68E+00;1.00E+00
0.2035;0.1635;3.68E+00;1.00E+00
0.2036;0.1636;3.68E+00;1.00E+00
0.2037;0.1637;3.68E+00;1.00E+00
0.2038;0.1638;3.68E+00;1.00E+00
0.2039;0.1639;3.68E+00;1.00E+00
0.204;0.164;3.68E+00;1.00E+00
0.2041;0.1641;3.68E+00;1.00E+00
0.2042;0.1642;3.68E+00;1.00E+00
0.2043;0.1643;3.68E+00;1.00E+00
0.2044;0.1644;3.68E+00;1.00E+00
0.2045;0.1645;3.68E+00;1.00E+00
0.2046;0.1646;3.68E+00;1.00E+00
0.2047;0.1647;3.68E+00;1.00E+00
0.2048;0.1648;3.68E+00;1.00E+00
0.2049;0.1649;3.64E+00;9.89E-01
0.205;0.165;3.68E+00;1.00E+00
0.2051;0.1651;3.68E+00;1.00E+00
0.2052;0.1652;3.68E+00;1.00E+00
0.2053;0.1653;3.68E+00;1.00E+00
0.2054;0.1654;3.68E+00;1.00E+00
0.2055;0.1655;3.68E+00;1.00E+00
0.2056;0.1656;3.68E+00;1.00E+00
0.2057;0.1657;3.68E+00;1.00E+00
0.2058;0.1658;3.68E+00;1.00E+00
0.2059;0.1659;3.68E+00;1.00E+00
0.206;0.166;3.68E+00;1.00E+00
0.2061;0.1661;3.68E+00;1.00E+00
0.2062;0.1662;3.68E+00;1.00E+00
0.2063;0.1663;3.68E+00;1.00E+00
0.2064;0.1664;3.68E+00;1.00E+00
0.2065;0.1665;3.68E+00;1.00E+00
0.2066;0.1666;3.68E+00;1.00E+00
0.2067;0.1667;3.68E+00;1.00E+00
0.2068;0.1668;3.68E+00;1.00E+00
0.2069;0.1669;3.68E+00;1.00E+00
0.207;0.167;3.68E+00;1.00E+00
0.2071;0.1671;3.68E+00;1.00E+00
0.2072;0.1672;3.68E+00;1.00E+00
0.2073;0.1673;3.64E+00;9.89E-01
0.2074;0.1674;3.68E+00;1.00E+00
0.2075;0.1675;3.68E+00;1.00E+00
0.2076;0.1676;3.68E+00;1.00E+00
0.2077;0.1677;3.68E+00;1.00E+00
0.2078;0.1678;3.68E+00;1.00E+00
0.2079;0.1679;3.68E+00;1.00E+00
0.208;0.168;3.68E+00;1.00E+00
0.2081;0.1681;3.68E+00;1.00E+00
0.2082;0.1682;3.68E+00;1.00E+00
0.2083;0.1683;3.68E+00;1.00E+00
0.2084;0.1684;3.68E+00;1.00E+00
0.2085;0.1685;3.68E+00;1.00E+00
0.2086;0.1686;3.68E+00;1.00E+00
0.2087;0.1687;3.68E+00;1.00E+00
0.2088;0.1688;3.68E+00;1.00E+00
0.2089;0.1689;3.68E+00;1.00E+00
0.209;0.169;3.68E+00;1.00E+00
0.2091;0.1691;3.68E+00;1.00E+00
0.2092;0.1692;3.68E+00;1.00E+00
0.2093;0.1693;3.68E+00;1.00E+00
0.2094;0.1694;3.68E+00;1.00E+00
0.2095;0.1695;3.68E+00;1.00E+00
0.2096;0.1696;3.68E+00;1.00E+00
0.2097;0.1697;3.68E+00;1.00E+00
0.2098;0.1698;3.68E+00;1.00E+00
0.2099;0.1699;3.68E+00;1.00E+00
0.21;0.17;3.68E+00;1.00E+00
0.2101;0.1701;3.68E+00;1.00E+00
0.2102;0.1702;3.68E+00;1.00E+00
0.2103;0.1703;3.68E+00;1.00E+00
0.2104;0.1704;3.68E+00;1.00E+00
0.2105;0.1705;3.68E+00;1.00E+00
0.2106;0.1706;3.68E+00;1.00E+00
0.2107;0.1707;3.68E+00;1.00E+00
0.2108;0.1708;3.68E+00;1.00E+00
0.2109;0.1709;3.68E+00;1.00E+00
0.211;0.171;3.68E+00;1.00E+00
0.2111;0.1711;3.68E+00;1.00E+00
0.2112;0.1712;3.68E+00;1.00E+00
0.2113;0.1713;3.68E+00;1.00E+00
0.2114;0.1714;3.68E+00;1.00E+00
0.2115;0.1715;3.68E+00;1.00E+00
0.2116;0.1716;3.68E+00;1.00E+00
0.2117;0.1717;3.68E+00;1.00E+00
0.2118;0.1718;3.68E+00;1.00E+00
0.2119;0.1719;3.68E+00;1.00E+00
0.212;0.172;3.68E+00;1.00E+00
0.2121;0.1721;3.68E+00;1.00E+00
0.2122;0.1722;3.68E+00;1.00E+00
0.2123;0.1723;3.68E+00;1.00E+00
0.2124;0.1724;3.68E+00;1.00E+00
0.2125;0.1725;3.68E+00;1.00E+00
0.2126;0.1726;3.68E+00;1.00E+00
0.2127;0.1727;3.68E+00;1.00E+00
0.2128;0.1728;3.68E+00;1.00E+00
0.2129;0.1729;3.68E+00;1.00E+00
0.213;0.173;3.68E+00;1.00E+00
0.2131;0.1731;3.68E+00;1.00E+00
0.2132;0.1732;3.68E+00;1.00E+00
0.2133;0.1733;3.68E+00;1.00E+00
0.2134;0.1734;3.68E+00;1.00E+00
0.2135;0.1735;3.68E+00;1.00E+00
0.2136;0.1736;3.68E+00;1.00E+00
0.2137;0.1737;3.68E+00;1.00E+00
0.2138;0.1738;3.68E+00;1.00E+00
0.2139;0.1739;3.68E+00;1.00E+00
0.214;0.174;3.68E+00;1.00E+00
0.2141;0.1741;3.68E+00;1.00E+00
0.2142;0.1742;3.68E+00;1.00E+00
0.2143;0.1743;3.68E+00;1.00E+00
0.2144;0.1744;3.68E+00;1.00E+00
0.2145;0.1745;3.68E+00;1.00E+00
0.2146;0.1746;3.68E+00;1.00E+00
0.2147;0.1747;3.68E+00;1.00E+00
0.2148;0.1748;3.68E+00;1.00E+00
0.2149;0.1749;3.68E+00;1.00E+00
0.215;0.175;3.68E+00;1.00E+00
0.2151;0.1751;3.68E+00;1.00E+00
0.2152;0.1752;3.68E+00;1.00E+00
0.2153;0.1753;3.68E+00;1.00E+00
0.2154;0.1754;3.68E+00;1.00E+00
0.2155;0.1755;3.68E+00;1.00E+00
0.2156;0.1756;3.68E+00;1.00E+00
0.2157;0.1757;3.68E+00;1.00E+00
0.2158;0.1758;3.68E+00;1.00E+00
0.2159;0.1759;3.68E+00;1.00E+00
0.216;0.176;3.68E+00;1.00E+00
0.2161;0.1761;3.68E+00;1.00E+00
0.2162;0.1762;3.68E+00;1.00E+00
0.2163;0.1763;3.68E+00;1.00E+00
0.2164;0.1764;3.68E+00;1.00E+00
0.2165;0.1765;3.68E+00;1.00E+00
0.2166;0.1766;3.68E+00;1.00E+00
0.2167;0.1767;3.68E+00;1.00E+00
0.2168;0.1768;3.68E+00;1.00E+00
0.2169;0.1769;3.68E+00;1.00E+00
0.217;0.177;3.68E+00;1.00E+00
0.2171;0.1771;3.68E+00;1.00E+00
0.2172;0.1772;3.68E+00;1.00E+00
0.2173;0.1773;3.68E+00;1.00E+00
0.2174;0.1774;3.68E+00;1.00E+00
0.2175;0.1775;3.68E+00;1.00E+00
0.2176;0.1776;3.68E+00;1.00E+00
0.2177;0.1777;3.68E+00;1.00E+00
0.2178;0.1778;3.68E+00;1.00E+00
0.2179;0.1779;3.68E+00;1.00E+00
0.218;0.178;3.68E+00;1.00E+00
0.2181;0.1781;3.68E+00;1.00E+00
0.2182;0.1782;3.68E+00;1.00E+00
0.2183;0.1783;3.68E+00;1.00E+00
0.2184;0.1784;3.68E+00;1.00E+00
0.2185;0.1785;3.68E+00;1.00E+00
0.2186;0.1786;3.68E+00;1.00E+00
0.2187;0.1787;3.68E+00;1.00E+00
0.2188;0.1788;3.68E+00;1.00E+00
0.2189;0.1789;3.68E+00;1.00E+00
0.219;0.179;3.68E+00;1.00E+00
0.2191;0.1791;3.68E+00;1.00E+00
0.2192;0.1792;3.68E+00;1.00E+00
0.2193;0.1793;3.68E+00;1.00E+00
0.2194;0.1794;3.68E+00;1.00E+00
0.2195;0.1795;3.68E+00;1.00E+00
0.2196;0.1796;3.68E+00;1.00E+00
0.2197;0.1797;3.68E+00;1.00E+00
0.2198;0.1798;3.68E+00;1.00E+00
0.2199;0.1799;3.68E+00;1.00E+00
0.22;0.18;3.68E+00;1.00E+00
0.2201;0.1801;3.68E+00;1.00E+00
0.2202;0.1802;3.68E+00;1.00E+00
0.2203;0.1803;3.68E+00;1.00E+00
0.2204;0.1804;3.68E+00;1.00E+00
0.2205;0.1805;3.68E+00;1.00E+00
0.2206;0.1806;3.68E+00;1.00E+00
0.2207;0.1807;3.68E+00;1.00E+00
0.2208;0.1808;3.68E+00;1.00E+00
0.2209;0.1809;3.68E+00;1.00E+00
0.221;0.181;3.68E+00;1.00E+00
0.2211;0.1811;3.68E+00;1.00E+00
0.2212;0.1812;3.68E+00;1.00E+00
0.2213;0.1813;3.68E+00;1.00E+00
0.2214;0.1814;3.68E+00;1.00E+00
0.2215;0.1815;3.68E+00;1.00E+00
0.2216;0.1816;3.68E+00;1.00E+00
0.2217;0.1817;3.68E+00;1.00E+00
0.2218;0.1818;3.68E+00;1.00E+00
0.2219;0.1819;3.68E+00;1.00E+00
0.222;0.182;3.68E+00;1.00E+00
0.2221;0.1821;3.68E+00;1.00E+00
0.2222;0.1822;3.68E+00;1.00E+00
0.2223;0.1823;3.68E+00;1.00E+00
0.2224;0.1824;3.68E+00;1.00E+00
0.2225;0.1825;3.68E+00;1.00E+00
0.2226;0.1826;3.68E+00;1.00E+00
0.2227;0.1827;3.68E+00;1.00E+00
0.2228;0.1828;3.68E+00;1.00E+00
0.2229;0.1829;3.68E+00;1.00E+00
0.223;0.183;3.68E+00;1.00E+00
0.2231;0.1831;3.68E+00;1.00E+00
0.2232;0.1832;3.68E+00;1.00E+00
0.2233;0.1833;3.68E+00;1.00E+00
0.2234;0.1834;3.68E+00;1.00E+00
0.2235;0.1835;3.68E+00;1.00E+00
0.2236;0.1836;3.68E+00;1.00E+00
0.2237;0.1837;3.68E+00;1.00E+00
0.2238;0.1838;3.68E+00;1.00E+00
0.2239;0.1839;3.68E+00;1.00E+00
0.224;0.184;3.68E+00;1.00E+00
0.2241;0.1841;3.64E+00;9.89E-01
0.2242;0.1842;3.68E+00;1.00E+00
0.2243;0.1843;3.68E+00;1.00E+00
0.2244;0.1844;3.68E+00;1.00E+00
0.2245;0.1845;3.68E+00;1.00E+00
0.2246;0.1846;3.68E+00;1.00E+00
0.2247;0.1847;3.68E+00;1.00E+00
0.2248;0.1848;3.68E+00;1.00E+00
0.2249;0.1849;3.68E+00;1.00E+00
0.225;0.185;3.68E+00;1.00E+00
0.2251;0.1851;3.68E+00;1.00E+00
0.2252;0.1852;3.68E+00;1.00E+00
0.2253;0.1853;3.68E+00;1.00E+00
0.2254;0.1854;3.68E+00;1.00E+00
0.2255;0.1855;3.68E+00;1.00E+00
0.2256;0.1856;3.68E+00;1.00E+00
0.2257;0.1857;3.68E+00;1.00E+00
0.2258;0.1858;3.68E+00;1.00E+00
0.2259;0.1859;3.68E+00;1.00E+00
0.226;0.186;3.68E+00;1.00E+00
0.2261;0.1861;3.68E+00;1.00E+00
0.2262;0.1862;3.68E+00;1.00E+00
0.2263;0.1863;3.68E+00;1.00E+00
0.2264;0.1864;3.68E+00;1.00E+00
0.2265;0.1865;3.72E+00;1.01E+00
0.2266;0.1866;3.68E+00;1.00E+00
0.2267;0.1867;3.68E+00;1.00E+00
0.2268;0.1868;3.68E+00;1.00E+00
0.2269;0.1869;3.68E+00;1.00E+00
0.227;0.187;3.68E+00;1.00E+00
0.2271;0.1871;3.68E+00;1.00E+00
0.2272;0.1872;3.68E+00;1.00E+00
0.2273;0.1873;3.64E+00;9.89E-01
0.2274;0.1874;3.68E+00;1.00E+00
0.2275;0.1875;3.68E+00;1.00E+00
0.2276;0.1876;3.68E+00;1.00E+00
0.2277;0.1877;3.68E+00;1.00E+00
0.2278;0.1878;3.68E+00;1.00E+00
0.2279;0.1879;3.68E+00;1.00E+00
0.228;0.188;3.68E+00;1.00E+00
0.2281;0.1881;3.68E+00;1.00E+00
0.2282;0.1882;3.68E+00;1.00E+00
0.2283;0.1883;3.68E+00;1.00E+00
0.2284;0.1884;3.68E+00;1.00E+00
0.2285;0.1885;3.68E+00;1.00E+00
0.2286;0.1886;3.68E+00;1.00E+00
0.2287;0.1887;3.68E+00;1.00E+00
0.2288;0.1888;3.68E+00;1.00E+00
0.2289;0.1889;3.72E+00;1.01E+00
0.229;0.189;3.68E+00;1.00E+00
0.2291;0.1891;3.68E+00;1.00E+00
0.2292;0.1892;3.68E+00;1.00E+00
0.2293;0.1893;3.68E+00;1.00E+00
0.2294;0.1894;3.68E+00;1.00E+00
0.2295;0.1895;3.68E+00;1.00E+00
0.2296;0.1896;3.68E+00;1.00E+00
0.2297;0.1897;3.68E+00;1.00E+00
0.2298;0.1898;3.68E+00;1.00E+00
0.2299;0.1899;3.68E+00;1.00E+00
0.23;0.19;3.68E+00;1.00E+00
0.2301;0.1901;3.68E+00;1.00E+00
0.2302;0.1902;3.68E+00;1.00E+00
0.2303;0.1903;3.68E+00;1.00E+00
0.2304;0.1904;3.68E+00;1.00E+00
0.2305;0.1905;3.68E+00;1.00E+00
0.2306;0.1906;3.68E+00;1.00E+00
